city,lat,lng,population,Country,continent
Pingzhen,24.9439,121.2161,201632.0,Taiwan,Asia
Yangmei,24.9167,121.15,175000.0,Taiwan,Asia
Bade,24.9575,121.2989,172065.0,Taiwan,Asia
Dushanbe,38.5367,68.78,863400.0,Tajikistan,Asia
Khujand,40.2833,69.6333,770000.0,Tajikistan,Asia
Konibodom,40.2833,70.4167,219000.0,Tajikistan,Asia
Kulob,37.9092,69.7819,106300.0,Tajikistan,Asia
Dar es Salaam,-6.8161,39.2803,7962000.0,Tanzania,Africa
Mwanza,-2.5167,32.9,706453.0,Tanzania,Africa
Mbeya,-8.9,33.45,467000.0,Tanzania,Africa
Arusha,-3.3667,36.6833,416442.0,Tanzania,Africa
Tanga,-5.0667,39.1,243580.0,Tanzania,Africa
Kasulu,-4.58,30.1,234452.0,Tanzania,Africa
Dodoma,-6.1731,35.7419,213636.0,Tanzania,Africa
Morogoro,-6.8242,37.6633,207000.0,Tanzania,Africa
Zanzibar,-6.165,39.199,205870.0,Tanzania,Africa
Tabora,-5.0167,32.8,160608.0,Tanzania,Africa
Bariadi,-2.7919,33.9894,155620.0,Tanzania,Africa
Iringa,-7.77,35.69,151345.0,Tanzania,Africa
Singida,-4.8167,34.75,150379.0,Tanzania,Africa
Sumbawanga,-7.9667,31.6167,147483.0,Tanzania,Africa
Moshi,-3.3349,37.3404,144739.0,Tanzania,Africa
Bangkok,13.7525,100.4942,18007000.0,Thailand,Asia
Chiang Mai,18.7953,98.9986,1198000.0,Thailand,Asia
Nonthaburi,13.8667,100.5167,255671.0,Thailand,Asia
Pak Kret,13.9125,100.4978,184501.0,Thailand,Asia
Hat Yai,7.0167,100.4667,159130.0,Thailand,Asia
Nakhon Ratchasima,14.975,102.1,134440.0,Thailand,Asia
Surat Thani,9.1397,99.3306,130703.0,Thailand,Asia
Udon Thani,17.4167,102.75,130274.0,Thailand,Asia
Ban Bang Pu Mai,13.5441,100.6175,120058.0,Thailand,Asia
Khon Kaen,16.4333,102.8333,115928.0,Thailand,Asia
Phatthaya,12.9357,100.889,115840.0,Thailand,Asia
Nakhon Si Thammarat,8.4364,99.9631,106322.0,Thailand,Asia
Ban Mangkon,13.6138,100.6104,102291.0,Thailand,Asia
Lome,6.1319,1.2228,837437.0,Togo,Africa
Sokode,8.9833,1.1333,113000.0,Togo,Africa
Kpalime,6.9,0.6333,100479.0,Togo,Africa
Chaguanas,10.5167,-61.4,101297.0,Trinidad and Tobago,North America
Tunis,36.8064,10.1817,1056247.0,Tunisia,Africa
Sidi Bouzid,35.0381,9.4858,429912.0,Tunisia,Africa
Sfax,34.74,10.76,272801.0,Tunisia,Africa
Sousse,35.8333,10.6333,221530.0,Tunisia,Africa
Kairouan,35.6772,10.1008,186653.0,Tunisia,Africa
Metouia,33.9667,10.0,170000.0,Tunisia,Africa
Kebili,33.705,8.965,163257.0,Tunisia,Africa
Bizerte,37.2778,9.8639,142966.0,Tunisia,Africa
Sukrah,36.8833,10.25,129693.0,Tunisia,Africa
Gabes,33.8833,10.1167,116323.0,Tunisia,Africa
Ariana,36.8625,10.1956,114486.0,Tunisia,Africa
Sakiet ed Daier,34.8,10.78,113776.0,Tunisia,Africa
Jendouba,36.5,8.7833,113116.0,Tunisia,Africa
Gafsa,34.4167,8.7833,111170.0,Tunisia,Africa
Msaken,35.7333,10.5833,110000.0,Tunisia,Africa
Istanbul,41.0136,28.955,16079000.0,Turkey,Asia
Ankara,39.93,32.85,5503985.0,Turkey,Asia
Izmir,38.42,27.14,4320519.0,Turkey,Asia
Bursa,40.1833,29.05,2901396.0,Turkey,Asia
Antalya,36.8874,30.7075,2426356.0,Turkey,Asia
Konya,37.8667,32.4833,2232374.0,Turkey,Asia
Gaziantep,37.0628,37.3792,2028563.0,Turkey,Asia
Sanliurfa,37.1583,38.7917,1985753.0,Turkey,Asia
Mersin,36.8,34.6333,1814468.0,Turkey,Asia
Adana,37.0,35.3213,1765981.0,Turkey,Asia
Diyarbakir,37.91,40.24,1732396.0,Turkey,Asia
Kayseri,38.7225,35.4875,1389680.0,Turkey,Asia
Samsun,41.2903,36.3336,1335716.0,Turkey,Asia
Akcaabat,41.0167,39.55,1215351.0,Turkey,Asia
Denizli,37.7667,29.0833,1027782.0,Turkey,Asia
Ashgabat,37.95,58.3833,828100.0,Turkmenistan,Asia
Turkmenabat,39.0833,63.5667,408906.0,Turkmenistan,Asia
Dasoguz,41.8333,59.9667,227184.0,Turkmenistan,Asia
Mary,37.6,61.8333,208682.0,Turkmenistan,Asia
Kampala,0.3136,32.5811,1680600.0,Uganda,Africa
Mbale,1.0806,34.175,586300.0,Uganda,Africa
Nansana,0.3639,32.5286,532800.0,Uganda,Africa
Arua,3.0353,30.9108,250000.0,Uganda,Africa
Kasangati,0.4378,32.6025,207800.0,Uganda,Africa
Mbarara,-0.6133,30.6583,195013.0,Uganda,Africa
Njeru,0.4311,33.1478,178800.0,Uganda,Africa
Mukono,0.3533,32.7553,161996.0,Uganda,Africa
Gulu,2.7817,32.2992,152276.0,Uganda,Africa
Tororo,0.6928,34.1811,150000.0,Uganda,Africa
Lira,2.2472,32.9,135445.0,Uganda,Africa
Hoima,1.4319,31.3525,122700.0,Uganda,Africa
Kasese,0.1867,30.0881,115400.0,Uganda,Africa
Lugazi,0.3833,32.9242,114163.0,Uganda,Africa
Masindi,1.6836,31.7222,110500.0,Uganda,Africa
Kyiv,50.45,30.5233,2963199.0,Ukraine,Europe
Kharkiv,49.9925,36.2311,1446107.0,Ukraine,Europe
Odesa,46.4775,30.7326,1017699.0,Ukraine,Europe
Dnipro,48.4675,35.04,980948.0,Ukraine,Europe
Donetsk,48.0028,37.8053,929063.0,Ukraine,Europe
Zaporizhzhia,47.85,35.1175,741717.0,Ukraine,Europe
Lviv,49.8425,24.0322,724314.0,Ukraine,Europe
Kryvyi Rih,47.9086,33.3433,629695.0,Ukraine,Europe
Sevastopol,44.605,33.5225,522057.0,Ukraine,Europe
Mykolaiv,46.975,31.995,498748.0,Ukraine,Europe
Mariupol,47.0958,37.5494,449498.0,Ukraine,Europe
Luhansk,48.5667,39.3333,417990.0,Ukraine,Europe
Vinnytsia,49.2333,28.4833,371855.0,Ukraine,Europe
Makiivka,48.0556,37.9611,343158.0,Ukraine,Europe
Simferopol,44.9484,34.1,341799.0,Ukraine,Europe
Dubai,25.2631,55.2972,3331420.0,United Arab Emirates,Asia
Abu Dhabi,24.4667,54.3667,1483000.0,United Arab Emirates,Asia
Sharjah,25.3575,55.3908,1247749.0,United Arab Emirates,Asia
Al `Ayn,24.2075,55.7447,766936.0,United Arab Emirates,Asia
`Ajman,25.4136,55.4456,490035.0,United Arab Emirates,Asia
Ra's al Khaymah,25.7667,55.95,115949.0,United Arab Emirates,Asia
London,51.5072,-0.1275,11262000.0,United Kingdom,Europe
Birmingham,52.48,-1.9025,2919600.0,United Kingdom,Europe
Manchester,53.4794,-2.2453,2705000.0,United Kingdom,Europe
Liverpool,53.4075,-2.9919,864122.0,United Kingdom,Europe
Portsmouth,50.8058,-1.0872,855679.0,United Kingdom,Europe
Southampton,50.9025,-1.4042,855569.0,United Kingdom,Europe
Leeds,53.8003,-1.5497,789194.0,United Kingdom,Europe
Nottingham,52.9533,-1.15,768638.0,United Kingdom,Europe
Glasgow,55.8611,-4.25,626410.0,United Kingdom,Europe
Bristol,51.4536,-2.5975,567111.0,United Kingdom,Europe
Sheffield,53.3808,-1.4703,518090.0,United Kingdom,Europe
Leicester,52.6344,-1.1319,508916.0,United Kingdom,Europe
Edinburgh,55.9533,-3.1892,488050.0,United Kingdom,Europe
Caerdydd,51.4817,-3.1792,479000.0,United Kingdom,Europe
Worthing,50.8147,-0.3714,474485.0,United Kingdom,Europe
New York,40.6943,-73.9249,18972871.0,United States,North America
Los Angeles,34.1141,-118.4068,12121244.0,United States,North America
Chicago,41.8375,-87.6866,8595181.0,United States,North America
Miami,25.784,-80.2101,5711945.0,United States,North America
Dallas,32.7935,-96.7667,5668165.0,United States,North America
Houston,29.786,-95.3885,5650910.0,United States,North America
Philadelphia,40.0077,-75.1339,5512873.0,United States,North America
Atlanta,33.7628,-84.422,5046555.0,United States,North America
Washington,38.9047,-77.0163,4810669.0,United States,North America
Boston,42.3188,-71.0852,4208580.0,United States,North America
Phoenix,33.5722,-112.0892,4047095.0,United States,North America
Detroit,42.3834,-83.1024,3522856.0,United States,North America
Seattle,47.6211,-122.3244,3438221.0,United States,North America
San Francisco,37.7558,-122.4449,3290197.0,United States,North America
San Diego,32.8313,-117.1222,3084174.0,United States,North America
Montevideo,-34.8836,-56.1819,1719453.0,Uruguay,South America
Salto,-31.3833,-57.95,124878.0,Uruguay,South America
Ciudad de la Costa,-34.8167,-55.95,112449.0,Uruguay,South America
Maldonado,-34.9,-54.95,104032.0,Uruguay,South America
Tashkent,41.3111,69.2797,2571668.0,Uzbekistan,Asia
Namangan,41.0011,71.6683,626120.0,Uzbekistan,Asia
Samarkand,39.6547,66.9758,546303.0,Uzbekistan,Asia
Andijon,40.7833,72.3333,441700.0,Uzbekistan,Asia
Qo`qon,40.5286,70.9425,350000.0,Uzbekistan,Asia
Nukus,42.4667,59.6,319583.0,Uzbekistan,Asia
Farg`ona,40.3864,71.7864,288850.0,Uzbekistan,Asia
Bukhara,39.7667,64.4333,280187.0,Uzbekistan,Asia
Qarshi,38.8667,65.8,274891.0,Uzbekistan,Asia
Denov,38.2667,67.9,217274.0,Uzbekistan,Asia
Marg`ilon,40.4711,71.7247,215400.0,Uzbekistan,Asia
Iskandar,41.5581,69.7047,195633.0,Uzbekistan,Asia
Jizzax,40.1158,67.8422,163200.0,Uzbekistan,Asia
Chirchiq,41.4667,69.5833,159400.0,Uzbekistan,Asia
Urganch,41.55,60.6333,150000.0,Uzbekistan,Asia
Maracaibo,10.6333,-71.6333,2658355.0,Venezuela,South America
Caracas,10.4806,-66.9036,2245744.0,Venezuela,South America
Valencia,10.1667,-68.0,1484430.0,Venezuela,South America
Barquisimeto,10.0678,-69.3467,1059092.0,Venezuela,South America
Barinas,8.6333,-70.2,816264.0,Venezuela,South America
Ciudad Guayana,8.3667,-62.65,751331.0,Venezuela,South America
Catia La Mar,10.6,-67.0333,661897.0,Venezuela,South America
Ciudad Bolivar,8.1219,-63.55,567953.0,Venezuela,South America
Santa Teresa del Tuy,10.2333,-66.65,525321.0,Venezuela,South America
Maturin,9.7423,-63.1889,514046.0,Venezuela,South America
Barcelona,10.1333,-64.6833,448016.0,Venezuela,South America
Maracay,10.2469,-67.5958,407109.0,Venezuela,South America
Cumana,10.45,-64.1667,374706.0,Venezuela,South America
Petare,10.4833,-66.8167,369000.0,Venezuela,South America
Cabimas,10.4,-71.4333,351735.0,Venezuela,South America
Ho Chi Minh City,10.7756,106.7019,15136000.0,Vietnam,Asia
Hanoi,21.0283,105.8542,8246600.0,Vietnam,Asia
Haiphong,20.8651,106.6838,2103500.0,Vietnam,Asia
Can Tho,10.0333,105.7833,1237300.0,Vietnam,Asia
Bien Hoa,10.95,106.8167,1104000.0,Vietnam,Asia
Thu Duc,10.8266,106.7609,1013795.0,Vietnam,Asia
Quang Ha,15.9333,108.2667,1000000.0,Vietnam,Asia
Hue,16.4667,107.5792,652572.0,Vietnam,Asia
Tan An,10.905,106.6994,618984.0,Vietnam,Asia
Bac Ninh,21.1833,106.05,520000.0,Vietnam,Asia
Hai Duong,20.9397,106.3306,507469.0,Vietnam,Asia
Vinh,18.6667,105.6667,490000.0,Vietnam,Asia
Tan Uyen,11.0508,106.7636,466053.0,Vietnam,Asia
Thu Dau Mot,10.9667,106.65,417000.0,Vietnam,Asia
Thanh Hoa,19.8075,105.7764,393294.0,Vietnam,Asia
Sanaa,15.3483,44.2064,2957000.0,Yemen,Asia
Ta`izz,13.5789,44.0219,615467.0,Yemen,Asia
Al Hudaydah,14.8022,42.9511,548433.0,Yemen,Asia
Aden,12.8,45.0333,507355.0,Yemen,Asia
Ibb,13.9667,44.1667,350864.0,Yemen,Asia
Ibb,13.9759,44.1709,234837.0,Yemen,Asia
Dhamar,14.55,44.4017,160114.0,Yemen,Asia
Al Mukalla,14.5333,49.1333,144137.0,Yemen,Asia
Al Mansurah,12.8531,44.9722,114931.0,Yemen,Asia
Tarim,16.05,49.0,105552.0,Yemen,Asia
Ash Shaykh `Uthman,12.8866,45.0279,105248.0,Yemen,Asia
Lusaka,-15.4167,28.2833,2467563.0,Zambia,Africa
Ndola,-12.9667,28.6333,528330.0,Zambia,Africa
Kitwe,-12.8167,28.2,504194.0,Zambia,Africa
Kafue,-15.7667,28.1833,219000.0,Zambia,Africa
Mazabuka,-15.8467,27.7475,203219.0,Zambia,Africa
Kasama,-10.2117,31.1783,200000.0,Zambia,Africa
Mongu,-15.2775,23.1319,179585.0,Zambia,Africa
Kashikishi,-9.3,28.7167,150000.0,Zambia,Africa
Nchelenge,-9.3533,28.7403,147927.0,Zambia,Africa
Chingola,-12.5333,27.85,147448.0,Zambia,Africa
Livingstone,-17.85,25.8667,136897.0,Zambia,Africa
Mansa,-11.2,28.8833,129185.0,Zambia,Africa
Mufulira,-12.5356,28.2419,122336.0,Zambia,Africa
Bwana Mkubwa,-12.9833,28.7,118464.0,Zambia,Africa
Luanshya,-13.1333,28.4,117579.0,Zambia,Africa
Harare,-17.8292,31.0522,2150000.0,Zimbabwe,Africa
Bulawayo,-20.17,28.58,653337.0,Zimbabwe,Africa
Chitungwiza,-17.9939,31.0481,371244.0,Zimbabwe,Africa
Mutare,-18.9667,32.6333,224802.0,Zimbabwe,Africa
Gweru,-19.4614,29.8022,141260.0,Zimbabwe,Africa
